AccX,AccY,AccZ,Act
-0.107177734,0.079101563,-1.044921875,3
-0.118164063,0.087890625,-1.012939453,3
-0.118164063,0.087890625,-1.012939453,3
-0.118164063,0.087890625,-1.012939453,3
-0.118408203,0.070556641,-1.016601563,3
0,0,0,0
-0.967285156,0.182128906,-0.211181641,1
-0.967285156,0.182128906,-0.211181641,1
-0.967285156,0.182128906,-0.211181641,1
-0.967285156,0.182128906,-0.211181641,1
-0.946533203,0.220214844,-0.221435547,1
-0.946533203,0.220214844,-0.221435547,1
-0.946533203,0.220214844,-0.221435547,2
-0.505371094,0.156494141,-0.389404297,2
-0.505371094,0.156494141,-0.389404297,2
-0.505371094,0.156494141,-0.389404297,2
-0.024414063,-0.071777344,-0.984130859,2
-0.024414063,-0.071777344,-0.984130859,3
-0.024414063,-0.071777344,-0.984130859,3
-0.073974609,-0.110351563,-1.004150391,3
-0.073974609,-0.110351563,-1.004150391,3
-0.073974609,-0.110351563,-1.004150391,3
-0.073974609,-0.110351563,-1.004150391,3
-0.083740234,-0.114013672,-1.007080078,3
-0.083740234,-0.114013672,-1.007080078,3
-0.083740234,-0.114013672,-1.007080078,3
-0.100341797,-0.121337891,-1.002929688,3
0,0,0,0
-0.968261719,0.142822266,-0.188232422,1
-0.968261719,0.142822266,-0.188232422,1
-0.968261719,0.142822266,-0.188232422,1
-0.888916016,0.090087891,-0.341552734,1
-0.888916016,0.090087891,-0.341552734,1
-0.888916016,0.090087891,-0.341552734,1
-0.888916016,0.090087891,-0.341552734,1
0.799804688,-0.578857422,-6.428222656,1
0.799804688,-0.578857422,-6.428222656,1
0.799804688,-0.578857422,-6.428222656,2
0.263183594,-0.186035156,-0.955810547,2
0.263183594,-0.186035156,-0.955810547,3
0.263183594,-0.186035156,-0.955810547,3
0.244628906,-0.214355469,-0.956787109,3
0.244628906,-0.214355469,-0.956787109,3
0.244628906,-0.214355469,-0.956787109,3
0.240478516,-0.222167969,-0.958496094,3
0.240478516,-0.222167969,-0.958496094,3
0.240478516,-0.222167969,-0.958496094,3
0.235351563,-0.222412109,-0.960449219,3
0,0,0,0
-0.970947266,0.110351563,-0.179199219,1
-0.970947266,0.110351563,-0.179199219,1
-0.970947266,0.110351563,-0.179199219,1
-0.952636719,0.065429688,-0.266357422,1
-0.952636719,0.065429688,-0.266357422,1
-0.952636719,0.065429688,-0.266357422,1
-0.952636719,0.065429688,-0.266357422,2
0.359863281,0.480712891,-1.351806641,2
0.359863281,0.480712891,-1.351806641,2
0.359863281,0.480712891,-1.351806641,2
-0.128417969,-0.11328125,-0.992675781,2
-0.128417969,-0.11328125,-0.992675781,3
-0.128417969,-0.11328125,-0.992675781,3
-0.180664063,-0.192382813,-0.971923828,3
-0.180664063,-0.192382813,-0.971923828,3
-0.180664063,-0.192382813,-0.971923828,3
-0.180664063,-0.192382813,-0.971923828,3
-0.203613281,-0.177734375,-0.988037109,3
-0.203613281,-0.177734375,-0.988037109,3
-0.203613281,-0.177734375,-0.988037109,3
-0.208740234,-0.170410156,-0.986572266,3
0,0,0,0
-0.970703125,0.163818359,-0.19921875,1
-0.970703125,0.163818359,-0.19921875,1
-0.970703125,0.163818359,-0.19921875,1
-0.970703125,0.163818359,-0.19921875,1
-0.9296875,0.157470703,-0.263183594,1
-0.9296875,0.157470703,-0.263183594,1
-0.9296875,0.157470703,-0.263183594,2
0.147460938,0.021728516,-0.381591797,2
0.147460938,0.021728516,-0.381591797,3
0.147460938,0.021728516,-0.381591797,3
0.120117188,-0.06640625,-1.032470703,3
0.120117188,-0.06640625,-1.032470703,3
0.120117188,-0.06640625,-1.032470703,3
0.039794922,-0.098876953,-1.016601563,3
0.039794922,-0.098876953,-1.016601563,3
0.039794922,-0.098876953,-1.016601563,3
0.019042969,-0.08984375,-1.018798828,3
0.019042969,-0.08984375,-1.018798828,3
0.019042969,-0.08984375,-1.018798828,3
0,0,0,0
-0.992919922,0.123046875,-0.142089844,1
-0.992919922,0.123046875,-0.142089844,1
-0.992919922,0.123046875,-0.142089844,1
-0.914550781,0.212402344,-0.192382813,1
-0.914550781,0.212402344,-0.192382813,1
-0.914550781,0.212402344,-0.192382813,1
-0.914550781,0.212402344,-0.192382813,1
-0.779296875,0.084960938,-0.181396484,1
-0.779296875,0.084960938,-0.181396484,1
-0.779296875,0.084960938,-0.181396484,2
0.011962891,-0.078369141,-1.014160156,2
0.011962891,-0.078369141,-1.014160156,3
0.011962891,-0.078369141,-1.014160156,3
-0.170898438,-0.140869141,-0.98828125,3
-0.170898438,-0.140869141,-0.98828125,3
-0.170898438,-0.140869141,-0.98828125,3
-0.170898438,-0.140869141,-0.98828125,3
-0.194335938,-0.141845703,-0.991210938,3
-0.194335938,-0.141845703,-0.991210938,3
-0.194335938,-0.141845703,-0.991210938,3
-0.210449219,-0.142822266,-0.983886719,3
-0.210449219,-0.142822266,-0.983886719,3
-0.210449219,-0.142822266,-0.983886719,3
0,0,0,0
-0.97265625,0.148193359,0.015380859,1
-0.97265625,0.148193359,0.015380859,1
-0.97265625,0.148193359,0.015380859,1
-0.887695313,0.152832031,-0.047119141,1
-0.887695313,0.152832031,-0.047119141,1
-0.887695313,0.152832031,-0.047119141,1
-0.887695313,0.152832031,-0.047119141,2
0.028808594,0.021484375,-0.364501953,2
0.028808594,0.021484375,-0.364501953,2
0.028808594,0.021484375,-0.364501953,2
-0.464111328,-0.082519531,-0.900634766,2
-0.464111328,-0.082519531,-0.900634766,3
-0.464111328,-0.082519531,-0.900634766,3
-0.442626953,-0.102294922,-0.919677734,3
-0.442626953,-0.102294922,-0.919677734,3
-0.442626953,-0.102294922,-0.919677734,3
-0.442626953,-0.102294922,-0.919677734,3
-0.448486328,-0.107177734,-0.908935547,3
-0.448486328,-0.107177734,-0.908935547,3
-0.448486328,-0.107177734,-0.908935547,3
-0.471191406,-0.098144531,-0.889404297,3
-0.471191406,-0.098144531,-0.889404297,3
-0.471191406,-0.098144531,-0.889404297,3
-0.484375,-0.081054688,-0.876953125,3
-0.484375,-0.081054688,-0.876953125,3
0,0,0,0
-0.985595703,0.168945313,-0.0703125,1
-0.985595703,0.168945313,-0.0703125,1
-0.985595703,0.168945313,-0.0703125,1
-0.967041016,0.221679688,-0.133300781,1
-0.967041016,0.221679688,-0.133300781,1
-0.967041016,0.221679688,-0.133300781,1
-0.967041016,0.221679688,-0.133300781,2
-0.111328125,0.044433594,-0.606201172,2
-0.111328125,0.044433594,-0.606201172,3
-0.111328125,0.044433594,-0.606201172,3
-0.274658203,0.046386719,-0.932128906,3
-0.274658203,0.046386719,-0.932128906,3
-0.274658203,0.046386719,-0.932128906,3
-0.106201172,-0.086425781,-1.007080078,3
-0.106201172,-0.086425781,-1.007080078,3
-0.106201172,-0.086425781,-1.007080078,3
-0.106201172,-0.086425781,-1.007080078,3
-0.108642578,-0.083496094,-1.009033203,3
-0.108642578,-0.083496094,-1.009033203,3
-0.108642578,-0.083496094,-1.009033203,3
-0.101806641,-0.089111328,-1.007324219,3
-0.101806641,-0.089111328,-1.007324219,3
-0.101806641,-0.089111328,-1.007324219,3
-0.096679688,-0.096679688,-0.99609375,3
-0.096679688,-0.096679688,-0.99609375,3
-0.096679688,-0.096679688,-0.99609375,3
0,0,0,0
-0.959228516,0.135009766,-0.219238281,1
-0.959228516,0.135009766,-0.219238281,1
-0.959228516,0.135009766,-0.219238281,1
-0.953369141,0.145263672,-0.204345703,1
-0.953369141,0.145263672,-0.204345703,1
-0.953369141,0.145263672,-0.204345703,1
-0.953369141,0.145263672,-0.204345703,1
-0.769042969,0.139892578,-0.470947266,1
-0.769042969,0.139892578,-0.470947266,1
-0.769042969,0.139892578,-0.470947266,2
0.102783203,0.033935547,-0.893066406,2
0.102783203,0.033935547,-0.893066406,3
0.102783203,0.033935547,-0.893066406,3
0.021484375,-0.081054688,-1.009521484,3
0.021484375,-0.081054688,-1.009521484,3
0.021484375,-0.081054688,-1.009521484,3
0.021484375,-0.081054688,-1.009521484,3
0.026123047,-0.087402344,-1.012207031,3
0.026123047,-0.087402344,-1.012207031,3
0.026123047,-0.087402344,-1.012207031,3
0.020263672,-0.099853516,-1.011474609,3
0.020263672,-0.099853516,-1.011474609,3
0,0,0,0
-0.978271484,0.098144531,-0.107666016,1
-0.978271484,0.098144531,-0.107666016,1
-0.978271484,0.098144531,-0.107666016,1
-0.953857422,0.055664063,-0.185546875,1
-0.953857422,0.055664063,-0.185546875,1
-0.953857422,0.055664063,-0.185546875,1
-0.953857422,0.055664063,-0.185546875,1
-0.796142578,0.490478516,1.073486328,1
-0.796142578,0.490478516,1.073486328,1
-0.796142578,0.490478516,1.073486328,2
0.451660156,-0.226074219,-0.867431641,2
0.451660156,-0.226074219,-0.867431641,3
0.451660156,-0.226074219,-0.867431641,3
0.428710938,-0.230224609,-0.886962891,3
0.428710938,-0.230224609,-0.886962891,3
0.428710938,-0.230224609,-0.886962891,3
0.428710938,-0.230224609,-0.886962891,3
0.426025391,-0.232666016,-0.883789063,3
0.426025391,-0.232666016,-0.883789063,3
0.426025391,-0.232666016,-0.883789063,3
0.422851563,-0.229736328,-0.886230469,3
0.422851563,-0.229736328,-0.886230469,3
0.422851563,-0.229736328,-0.886230469,3
0,0,0,0
-0.963378906,0.151855469,-0.215087891,1
-0.963378906,0.151855469,-0.215087891,1
-0.963378906,0.151855469,-0.215087891,1
-0.963378906,0.151855469,-0.215087891,1
-0.942138672,0.182861328,-0.274414063,1
-0.942138672,0.182861328,-0.274414063,1
-0.942138672,0.182861328,-0.274414063,2
0.674072266,0.462402344,0.811767578,2
0.674072266,0.462402344,0.811767578,2
0.674072266,0.462402344,0.811767578,2
0.220947266,-0.363525391,-0.870117188,2
0.220947266,-0.363525391,-0.870117188,3
0.220947266,-0.363525391,-0.870117188,3
0.302001953,-0.278564453,-0.920898438,3
0.302001953,-0.278564453,-0.920898438,3
0.302001953,-0.278564453,-0.920898438,3
0.302001953,-0.278564453,-0.920898438,3
0.308105469,-0.287841797,-0.923583984,3
0.308105469,-0.287841797,-0.923583984,3
0.308105469,-0.287841797,-0.923583984,3
0.315673828,-0.296875,-0.917236328,3
0,0,0,0
-0.970947266,0.071044922,-0.187988281,1
-0.970947266,0.071044922,-0.187988281,1
-0.970947266,0.071044922,-0.187988281,1
-0.970947266,0.071044922,-0.187988281,1
-0.975341797,0.053466797,-0.1953125,1
-0.975341797,0.053466797,-0.1953125,1
-0.975341797,0.053466797,-0.1953125,1
-1.078857422,0.085449219,-0.287109375,1
-1.078857422,0.085449219,-0.287109375,1
-1.078857422,0.085449219,-0.287109375,2
-0.488525391,-0.549316406,-3.673583984,2
-0.488525391,-0.549316406,-3.673583984,2
-0.488525391,-0.549316406,-3.673583984,2
0.118408203,-0.056640625,-1.021484375,2
0.118408203,-0.056640625,-1.021484375,3
0.118408203,-0.056640625,-1.021484375,3
0.118408203,-0.056640625,-1.021484375,3
0.142333984,-0.067626953,-1.007568359,3
0.142333984,-0.067626953,-1.007568359,3
0.142333984,-0.067626953,-1.007568359,3
0.146972656,-0.090332031,-1.004394531,3
0.146972656,-0.090332031,-1.004394531,3
0.146972656,-0.090332031,-1.004394531,3
0,0,0,0
-0.925292969,0.146728516,-0.331542969,1
-0.925292969,0.146728516,-0.331542969,1
-0.925292969,0.146728516,-0.331542969,1
-0.896972656,0.203125,-0.346191406,1
-0.896972656,0.203125,-0.346191406,1
-0.896972656,0.203125,-0.346191406,1
-0.896972656,0.203125,-0.346191406,2
-0.610351563,0.493408203,-0.349609375,2
-0.610351563,0.493408203,-0.349609375,2
-0.610351563,0.493408203,-0.349609375,2
-0.002197266,-0.026123047,-1.017089844,2
-0.002197266,-0.026123047,-1.017089844,3
-0.002197266,-0.026123047,-1.017089844,3
-0.001464844,-0.016357422,-1.024169922,3
-0.001464844,-0.016357422,-1.024169922,3
0,0,0,0
-0.976074219,0.050292969,-0.117919922,1
-0.976074219,0.050292969,-0.117919922,1
-0.976074219,0.050292969,-0.117919922,1
-0.976074219,0.050292969,-0.117919922,1
-0.973144531,0.127441406,-0.177001953,1
-0.973144531,0.127441406,-0.177001953,1
-0.973144531,0.127441406,-0.177001953,2
-0.356201172,0.044433594,-0.311279297,2
-0.356201172,0.044433594,-0.311279297,2
-0.356201172,0.044433594,-0.311279297,2
0.12890625,-0.072509766,-1.112060547,2
0.12890625,-0.072509766,-1.112060547,3
0.12890625,-0.072509766,-1.112060547,3
0.044189453,-0.151855469,-1.004394531,3
0.044189453,-0.151855469,-1.004394531,3
0.044189453,-0.151855469,-1.004394531,3
0.044189453,-0.151855469,-1.004394531,3
0.043945313,-0.161865234,-0.997802734,3
0.043945313,-0.161865234,-0.997802734,3
0.043945313,-0.161865234,-0.997802734,3
0.037109375,-0.166748047,-1.003662109,3
0.037109375,-0.166748047,-1.003662109,3
0.037109375,-0.166748047,-1.003662109,3
0.046142578,-0.183349609,-0.990722656,3
0,0,0,0
-0.974853516,0.034423828,-0.130371094,1
-0.974853516,0.034423828,-0.130371094,1
-0.974853516,0.034423828,-0.130371094,1
-1.053222656,-0.004394531,-0.101318359,1
-1.053222656,-0.004394531,-0.101318359,1
-1.053222656,-0.004394531,-0.101318359,1
-1.053222656,-0.004394531,-0.101318359,2
-0.315185547,0.364501953,-1.657958984,2
-0.315185547,0.364501953,-1.657958984,2
-0.315185547,0.364501953,-1.657958984,2
-0.085205078,-0.23828125,-0.919189453,2
-0.085205078,-0.23828125,-0.919189453,3
-0.085205078,-0.23828125,-0.919189453,3
-0.036376953,-0.253173828,-0.963623047,3
-0.036376953,-0.253173828,-0.963623047,3
-0.036376953,-0.253173828,-0.963623047,3
-0.036376953,-0.253173828,-0.963623047,3
